SPECIES	ABUNDANCE	LATIN	COMMON	SP_CODE
42422	2	Halichoeres garnoti	Yellowhead wrasse	488    Halichoeres garnoti
43772	3	Penicillus dumetosus	Green algae - brush like	196    Penicillus dumetosus
8909	1	Lactpohrys triqueter	Smooth trunkfish	524    Lactpohrys triqueter
9010	1		Branching rods	662    Branching rods
113	2	Montastrea annularis	Mountainous star coral	114    Montastrea annularis
49717	2	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
50717	1	Mycetophyllia lamarckiana	Fungus coral	49     Mycetophyllia lamarckiana
68647	1	Rhodophycota	Red algae - encrusting	220    Rhodophycota
68918	1		Sponges - encrusting	40     Sponges - encrusting
69018	2		Anemones	637    Anemones
70018	2	Serranus tigrinus	Harlequin bass	474    Serranus tigrinus
72283	2	Stegastes planifrons	Threespot damselfish	456    Stegastes planifrons
12386	1	Penicillus pyriformis	Green algae - brush like	197    Penicillus pyriformis
25229	1	Montastrea annularis	Mountainous star coral	114    Montastrea annularis
25230	1	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
28838	1	Holocentrus adscensionis	Squirrelfish	288    Holocentrus adscensionis
16165	4	Strombus gigas	Queen conch	597    Strombus gigas
26851	1	Helioseris cucullata	Saucer coral	417    Helioseris cucullata
4147	1	Montastrea annularis	Mountainous star coral	114    Montastrea annularis
19611	1	Aetobatus narinari	Spotted eagle ray	275    Aetobatus narinari
36254	2	Scarus taeniopterus	Princess parrotfish	480    Scarus taeniopterus
43956	2	Rhipocephalus phoenix	Green algae - brush like	194    Rhipocephalus phoenix
44056	1	Halimeda monile	Green algae - calcified	211    Halimeda monile
20611	1	Holocentrus adscensionis	Squirrelfish	288    Holocentrus adscensionis
45226	1	Pterogorgia	Flat sea whips	667    Pterogorgia
45465	2	Hypnea	Red algae - branched	750    Hypnea
45535	4	Thallasia testudinum	Turtle grass	142    Thallasia testudinum
63359	2	Thalassoma bifasciatum	Bluehead wrasse	489    Thalassoma bifasciatum
63360	2	Holocentrus adscensionis	Squirrelfish	288    Holocentrus adscensionis
73279	2		Branching rods	662    Branching rods
73280	3		Branching plumes	663    Branching plumes
74759	1		Sponges - ball	675    Sponges - ball
74760	1	Spirobranchus gigante	Christmas tree worm	600    Spirobranchus gigante
8937	1		Sea fans	118    Sea fans
9037	1	Dichocoenia stokesii	Elliptical star coral	112    Dichocoenia stokesii
14938	1	Sparispoma viride	Stoplight parrotfish	148    Sparispoma viride
15038	1	Halimeda opuntia	Green algae - calcified	210    Halimeda opuntia
31663	1		Branching rods	662    Branching rods
21972	2	Labridae	Wrasse	654    Labridae
22072	2		Sponges - barrel	121    Sponges - barrel
11694	1	Diploria strigosa	Smooth brain coral	103    Diploria strigosa
11704	1		Sponges - tube	123    Sponges - tube
21282	1	Lachnolaimus maximus	Hogfish	71     Lachnolaimus maximus
33678	1	Lobophora variegata	Brown algae - blade like	227    Lobophora variegata
43392	2	Thalassoma bifasciatum	Bluehead wrasse	489    Thalassoma bifasciatum
43402	2	Montastrea annularis	Mountainous star coral	114    Montastrea annularis
4278	4	Sparispoma viride	Stoplight parrotfish	148    Sparispoma viride
2768	3	Acetabularia sp.	Green algae - disc-like	187    Acetabularia sp.
46227	3	Porites astreoides	Mustard hill coral	116    Porites astreoides
46999	3	Chromis cyanea	Blue chromis	658    Chromis cyanea
47099	4	Gorgonia ventalina	Common sea fan	664    Gorgonia ventalina
47109	2	Acanthurus chirurgus	Doctorfish	427    Acanthurus chirurgus
47110	2	Acanthurus coeruleus	Blue tang	428    Acanthurus coeruleus
54149	1		Sponges - tube	123    Sponges - tube
54150	1		Sponges - branching	124    Sponges - branching
54529	1	Udotea flabellum	Green algae - blade like	201    Udotea flabellum
54530	1	Chlorophycota	Green algae - calcified	207    Chlorophycota
59295	1	Cantherhines pullus	Orangespotted filefish	519    Cantherhines pullus
59305	3	Ellisellidae	Red sea whips	666    Ellisellidae
60295	1		Sponges - tube	123    Sponges - tube
60305	1	Stegastes partitus	Bicolor damselfish	455    Stegastes partitus
68984	1	Malancanthus plumieri	Sand tilefish	566    Malancanthus plumieri
69084	1	Halimeda monile	Green algae - calcified	211    Halimeda monile
70084	2	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
71818	1	Helioseris cucullata	Saucer coral	417    Helioseris cucullata
797	2	Halichoeres bivittatus	Slippery dick	74     Halichoeres bivittatus
807	2	Siderastrea sp	Starlet coral	115    Siderastrea sp
10344	1	Colpophyllia natans	Giant brain coral	104    Colpophyllia natans
15691	1	Monacanthidae	Filefish	644    Monacanthidae
15701	1	Porites furcata	Finger coral	111    Porites furcata
34343	1	Stegastes diencaeus	Longfin damselfish	508    Stegastes diencaeus
34371	2		Branching rods	662    Branching rods
45416	1	Halimeda incrassata	Green algae - calcified	209    Halimeda incrassata
47768	2	Palythoa sp.	Zoanthid	668    Palythoa sp.
48835	2	Halimeda goreaui	Green algae - calcified	212    Halimeda goreaui
49153	2	Millepora sp	Fire 'coral'	117    Millepora sp
49489	3	Millepora sp	Fire 'coral'	117    Millepora sp
49490	3	Spirobranchus gigante	Christmas tree worm	600    Spirobranchus gigante
49500	1	Stegastes diencaeus	Longfin damselfish	508    Stegastes diencaeus
50153	4		Sponges - encrusting	40     Sponges - encrusting
50489	1	Lutjanus analis	Mutton snapper	436    Lutjanus analis
50490	2	Ocyurus chrysurus	Yellowtail snapper	438    Ocyurus chrysurus
50500	3	Sparispoma viride	Stoplight parrotfish	148    Sparispoma viride
61317	1		Sponges - branching	124    Sponges - branching
63333	2	Montastrea annularis	Mountainous star coral	114    Montastrea annularis
72511	1	Ocyurus chrysurus	Yellowtail snapper	438    Ocyurus chrysurus
73138	1	Siderastrea siderea	Smooth starlet coral	403    Siderastrea siderea
19161	2	Plexaura flexuosa	Sea rods	120    Plexaura flexuosa
20161	1	Padina sp.	Brown algae - blade like	228    Padina sp.
2263	4	Holacanthus tricolor	Rock beauty	281    Holacanthus tricolor
12923	1		Anemones	637    Anemones
13023	2	Stegastes partitus	Bicolor damselfish	455    Stegastes partitus
33384	1	Gorgonia ventalina	Common sea fan	664    Gorgonia ventalina
43211	2	Thalassoma bifasciatum	Bluehead wrasse	489    Thalassoma bifasciatum
10316	1	Chlorophycota	Green algae - filamentous loose tufts	183    Chlorophycota
57394	3	Acanthurus coeruleus	Blue tang	428    Acanthurus coeruleus
57404	1	Stegastes leucostictus	Beaugregory	454    Stegastes leucostictus
67765	1	Lactpohrys triqueter	Smooth trunkfish	524    Lactpohrys triqueter
1696	3	Halimeda copiosa	Green algae - calcified	213    Halimeda copiosa
1706	2	Udotea flabellum	Green algae - blade like	201    Udotea flabellum
13899	2	Holocentrus adscensionis	Squirrelfish	288    Holocentrus adscensionis
13909	1		Branching rods	662    Branching rods
13910	2		Branching plumes	663    Branching plumes
14009	2	Clinidae	Blenny	645    Clinidae
14010	1	Balistes vetula	Queen triggerfish	545    Balistes vetula
8486	3	Sparispoma viride	Stoplight parrotfish	148    Sparispoma viride
45971	1	Isophyllastrea rigida	Rough star coral	421    Isophyllastrea rigida
46071	1	Porites furcata	Finger coral	111    Porites furcata
46428	1	Melichthys niger	Black durgon	549    Melichthys niger
52591	1		Sponges - encrusting	40     Sponges - encrusting
52601	1	Holacanthus tricolor	Rock beauty	281    Holacanthus tricolor
64769	2	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
64770	2	Siderastrea radians	Rough starlet coral	402    Siderastrea radians
12549	1	Cosmocampus elucens	Shortfin pipefish	635    Cosmocampus elucens
12550	1	Ocyurus chrysurus	Yellowtail snapper	438    Ocyurus chrysurus
4957	1	Rhodophycota	Red algae - fine branched	216    Rhodophycota
5057	1	Acropora cervicornis	Staghorn coral	102    Acropora cervicornis
39423	1	Stegastes partitus	Bicolor damselfish	455    Stegastes partitus
40423	2	Ophiuroidea	Brittle star	629    Ophiuroidea
41192	1	Diploria strigosa	Smooth brain coral	103    Diploria strigosa
41202	2	Diadema antillarum	Long spined sea urchin	130    Diadema antillarum
42785	2	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
43554	1	Spirobranchus gigante	Christmas tree worm	600    Spirobranchus gigante
46663	1	Serranus tabacarius	Tobaccofish	475    Serranus tabacarius
52695	1	Lutjanus griseus	Gray snapper	435    Lutjanus griseus
52705	2		Sponges - tube	123    Sponges - tube
53256	2	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
54486	1	Dictyota sp.	Brown algae - fine branched	225    Dictyota sp.
55656	1	Udotea cyathiformis	Green algae - cup like	205    Udotea cyathiformis
61188	1	Colpophyllia natans	Giant brain coral	104    Colpophyllia natans
62445	1	Porites furcata	Finger coral	111    Porites furcata
65244	1	Colpophyllia natans	Giant brain coral	104    Colpophyllia natans
67747	1	Caulerpa prolifera	Green algae - blade like	656    Caulerpa prolifera
20220	1	Meandrina meandrites	Butterprint coral	342    Meandrina meandrites
16611	2	Udotea cyathiformis	Green algae - cup like	205    Udotea cyathiformis
23987	1	Halichoeres garnoti	Yellowhead wrasse	488    Halichoeres garnoti
24087	1	Oreaster reticulatus	Cushion sea star	592    Oreaster reticulatus
26666	1	Halichoeres garnoti	Yellowhead wrasse	488    Halichoeres garnoti
15354	1	Agaricia tenuifolia	Ribbon coral	107    Agaricia tenuifolia
36933	1	Porites astreoides	Mustard hill coral	116    Porites astreoides
37033	1	Serranus tigrinus	Harlequin bass	474    Serranus tigrinus
42823	2	Udotea flabellum	Green algae - blade like	201    Udotea flabellum
19219	3	Agaricia agaricites	Leaf coral	398    Agaricia agaricites
20219	1	Mycetophyllia lamarckiana	Fungus coral	49     Mycetophyllia lamarckiana
19220	3	Agaricia	Sheet coral	672    Agaricia
6765	1	Chlorophycota	Green algae - filamentous loose tufts	183    Chlorophycota
55846	1	Bodianus rufus	Spanish hogfish	485    Bodianus rufus
66224	1	Sabellidae	Feather duster worm	60     Sabellidae
66594	2	Spirobranchus gigante	Christmas tree worm	600    Spirobranchus gigante
66604	2	Stegastes fuscus	Dusky damselfish	452    Stegastes fuscus
6547	2	Gramma loreto	Fairy basslet	476    Gramma loreto
19399	2	Labridae	Wrasse	654    Labridae
19409	3	Stegastes planifrons	Threespot damselfish	456    Stegastes planifrons
19410	3	Sparispoma viride	Stoplight parrotfish	148    Sparispoma viride
20399	1	Pomacanthus paru	French angelfish	153    Pomacanthus paru
20409	1	Thalassoma bifasciatum	Bluehead wrasse	489    Thalassoma bifasciatum
20410	1	Halichoeres garnoti	Yellowhead wrasse	488    Halichoeres garnoti
8563	1	Porites furcata	Finger coral	111    Porites furcata
12831	2	Penicillus capitatus	Green algae - brush like	195    Penicillus capitatus
162	3	Rhodophycota	Red algae - fine branched	216    Rhodophycota
15153	1	Udotea cyathiformis	Green algae - cup like	205    Udotea cyathiformis
43582	1	Caulerpa paspaloides	Green algae - brush like	193    Caulerpa paspaloides
58744	2	Ocyurus chrysurus	Yellowtail snapper	438    Ocyurus chrysurus
59496	2	Chlorophycota	Green algae - blade like	198    Chlorophycota
59506	1	Porites astreoides	Mustard hill coral	116    Porites astreoides
60496	2		Sponges - tube	123    Sponges - tube
60506	1	Holocentrus adscensionis	Squirrelfish	288    Holocentrus adscensionis
61535	2	Gorgonia flabellum	Venus sea fan	665    Gorgonia flabellum
63551	2	Chaetodon capistratus	Foureye butterflyfish	604    Chaetodon capistratus
13214	3	Thallasia testudinum	Turtle grass	142    Thallasia testudinum
7212	1	Rhodophycota	Red algae - fine branched	216    Rhodophycota
11188	1	Millepora sp	Fire 'coral'	117    Millepora sp
6477	1		Sponges - barrel	121    Sponges - barrel
11123	2	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
651	5		Sea fans	118    Sea fans
9227	1	Dendrogyra cylindrus	Pillar coral	110    Dendrogyra cylindrus
42231	1	Ocyurus chrysurus	Yellowtail snapper	438    Ocyurus chrysurus
4756	3	Pomacanthus arcuatus	Gray angelfish	152    Pomacanthus arcuatus
53484	3	Palythoa sp.	Zoanthid	668    Palythoa sp.
64694	1	Hypoplectrus puella	Barred hamlet	459    Hypoplectrus puella
64704	2	Padina sp.	Brown algae - blade like	228    Padina sp.
66785	2	Dictyota sp.	Brown algae - fine branched	225    Dictyota sp.
5377	3	Halimeda opuntia	Green algae - calcified	210    Halimeda opuntia
7457	1	Porites astreoides	Mustard hill coral	116    Porites astreoides
2333	2	Montastrea annularis	Mountainous star coral	114    Montastrea annularis
19845	1	Acropora palmata	Elkhorn coral	101    Acropora palmata
20845	1	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
35469	1	Agaricia	Sheet coral	672    Agaricia
35470	1	Agaricia agaricites	Leaf coral	398    Agaricia agaricites
37692	1	Holacanthus tricolor	Rock beauty	281    Holacanthus tricolor
37702	1	Madracis decactis	Green cactus coral	400    Madracis decactis
41756	1	Holacanthus tricolor	Rock beauty	281    Holacanthus tricolor
42883	1	Halilchoeres maculipinna	Clown wrasse	490    Halilchoeres maculipinna
38177	3	Laurencia intricata	Red algae	718    Laurencia intricata
44647	1	Haemulon sciurus	Bluestriped grunt	439    Haemulon sciurus
45275	1	Udotea cyathiformis	Green algae - cup like	205    Udotea cyathiformis
9255	1	Pomacentridae	Damselfish	251    Pomacentridae
58118	2	Acanthurus bahianus	Ocean surgeonfish	310    Acanthurus bahianus
61161	3	Acanthurus chirurgus	Doctorfish	427    Acanthurus chirurgus
21597	2	Siderastrea sp	Starlet coral	115    Siderastrea sp
23395	2	Sparispoma viride	Stoplight parrotfish	148    Sparispoma viride
23405	1	Sargassum hystrix	Brown algae	642    Sargassum hystrix
26448	1	Dichocoenia stokesii	Elliptical star coral	112    Dichocoenia stokesii
1755	3	Acropora cervicornis	Staghorn coral	102    Acropora cervicornis
9782	1		Sponges - encrusting	40     Sponges - encrusting
17422	1		Sea fans	118    Sea fans
31527	2	Spirobranchus gigante	Christmas tree worm	600    Spirobranchus gigante
12647	2		Sponges - vase	122    Sponges - vase
34153	2		Branching rods	662    Branching rods
36162	1	Isophyllastrea rigida	Rough star coral	421    Isophyllastrea rigida
41913	2	Chaetodon capistratus	Foureye butterflyfish	604    Chaetodon capistratus
42013	2	Acropora prolifera	Fused staghorn	55     Acropora prolifera
21607	1	Pomacanthus arcuatus	Gray angelfish	152    Pomacanthus arcuatus
54437	2	Scarus taeniopterus	Princess parrotfish	480    Scarus taeniopterus
63741	3		Sponges - tube	123    Sponges - tube
68239	3	Syringodium filiforme	Manatee grass	143    Syringodium filiforme
68240	1	Porites porites	Club finger coral	56     Porites porites
38	4	Porites furcata	Finger coral	111    Porites furcata
23432	1		Sponges - ball	675    Sponges - ball
22636	3	Lobophora variegata	Brown algae - blade like	227    Lobophora variegata
28675	1	Pomacanthus arcuatus	Gray angelfish	152    Pomacanthus arcuatus
31255	1	Stegastes diencaeus	Longfin damselfish	508    Stegastes diencaeus
29954	1	Porites porites	Club finger coral	56     Porites porites
30954	1	Wrangelia argus	Red algae	634    Wrangelia argus
31054	1	Halimeda copiosa	Green algae - calcified	213    Halimeda copiosa
36134	1		Branching rods	662    Branching rods
39396	2	Siderastrea siderea	Smooth starlet coral	403    Siderastrea siderea
39406	1	Eusmilia fastigiata	Flower coral	386    Eusmilia fastigiata
39743	1	Pomacanthus arcuatus	Gray angelfish	152    Pomacanthus arcuatus
40396	2	Rhipocephalus phoenix	Green algae - brush like	194    Rhipocephalus phoenix
40406	1	Oreaster reticulatus	Cushion sea star	592    Oreaster reticulatus
40743	1	Cypraeidae	Cowrie	706    Cypraeidae
47327	2	Meandrina meandrites	Butterprint coral	342    Meandrina meandrites
59843	2	Agaricia agaricites	Leaf coral	398    Agaricia agaricites
60843	1	Chromis multilineata	Brown chromis	458    Chromis multilineata
26389	1	Lobophora variegata	Brown algae - blade like	227    Lobophora variegata
26390	1	Acropora palmata	Elkhorn coral	101    Acropora palmata
26400	1	Isophyllastrea rigida	Rough star coral	421    Isophyllastrea rigida
8378	3	Montastrea annularis	Mountainous star coral	114    Montastrea annularis
28752	2	Diploria strigosa	Smooth brain coral	103    Diploria strigosa
9733	4	Montastrea annularis	Mountainous star coral	114    Montastrea annularis
17727	1	Millepora sp	Fire 'coral'	117    Millepora sp
31576	1	Diploria strigosa	Smooth brain coral	103    Diploria strigosa
41854	1	Panulirus argus	Caribbean spiny lobster	599    Panulirus argus
45476	2		Anemones	637    Anemones
12245	1	Dendrogyra cylindrus	Pillar coral	110    Dendrogyra cylindrus
48346	3	Chromis cyanea	Blue chromis	658    Chromis cyanea
56979	2		Sponges - encrusting	40     Sponges - encrusting
56980	1		Sponges - barrel	121    Sponges - barrel
57079	1	Dasyatis americana	Southern stingray	273    Dasyatis americana
57080	1		Sponges - encrusting	40     Sponges - encrusting
57471	3	Stegastes planifrons	Threespot damselfish	456    Stegastes planifrons
61351	1	Gobiidae	Gobies	166    Gobiidae
62695	1	Serranus tabacarius	Tobaccofish	475    Serranus tabacarius
62705	1	Halimeda goreaui	Green algae - calcified	212    Halimeda goreaui
8971	2		Sponges - vase	122    Sponges - vase
9071	2	Montrastraea cavernosa	Cavernous star coral	113    Montrastraea cavernosa
27897	2	Siderastrea radians	Rough starlet coral	402    Siderastrea radians
27907	2	Turbinaria sp.	Brown algae - pyramid like	223    Turbinaria sp.
28007	2	Millepora sp	Fire 'coral'	117    Millepora sp
32268	2	Thalassoma bifasciatum	Bluehead wrasse	489    Thalassoma bifasciatum
25697	3		Branching plumes	663    Branching plumes
25707	2	Thalassoma bifasciatum	Bluehead wrasse	489    Thalassoma bifasciatum
33748	1	Chaetodon striatus	Banded Butterflyfish	278    Chaetodon striatus
36639	1	Sabellidae	Feather duster worm	60     Sabellidae
