Section P
September 1951 - July 1969
P-1 through P-____?

Public release photos of JPL projects, visitors to JPL, portraits and group photos of employees, social events, club activities, early facilities photos,  ...

There are 17 P-numbered photo albums ... when visiting the Archives to view photos, please request specific photo album numbers, such as photo album P1, or P17.

Dates seen in the index are the dates the photographs were entered into the Photo Lab index and filed.  This is not necessarily the date the photo was actually taken.

(U) - Unclassified


Photo Album P1  (Contains photograph numbers P-1 through P-____)

Date
Entered	Photo #	Description				
7-30-69	P-9730AB	Mariner Mars 1969 (Mariner 7), Dr. William Pickering, VIP guests
7-30-69	P-9731AB	Mariner Mars 1969 (Mariner 7), Dr. William Pickering, VIP guests
7-30-69	P-9732AB	Mariner Mars 1969 (Mariner 7), Dr. William Pickering, VIP guests
7-29-69	P-9733AB	Mariner 69-6 playback, 1-33 
7-29-69	P-9734AB	Mariner 69-6 playback, 1-33
7-29-69	P-9735AB	Mariner 69-6 playback, 1-33
7-29-69	P-9736AB	Mariner 69-6 playback, 1-33
7-29-69	P-9737AB	Mariner 69-6 playback, 1-33
7-29-69	P-9738AB	Mariner 69-6 playback, 1-33
7-29-69	P-9739AB	Mariner 69-6 playback, 1-33
7-29-69	P-9740AB	Mariner 69-6 playback, 1-33
7-29-69	P-9741AB	Mariner 69-6 playback, 1-33
7-29-69	P-9742AB	Mariner 69-6 playback, 1-33
7-29-69	P-9743AB	Mariner 69-6 playback, 1-33
7-29-69	P-9744AB	Mariner 69-6 playback, 1-33
7-29-69	P-9745AB	Mariner 69-6 playback, 1-33
7-29-69	P-9746AB	Mariner 69-6 playback, 1-33
7-29-69	P-9747AB	Mariner 69-6 playback, 1-33
7-29-69	P-9748AB	Mariner 69-6 playback, 1-33
7-29-69	P-9749AB	Mariner 69-6 playback, 1-33
7-29-69	P-9750AB	Mariner 69-6 playback, 1-33
7-29-69	P-9751AB	Mariner 69-6 playback, 1-33
7-29-69	P-9752AB	Mariner 69-6 playback, 1-33
7-29-69	P-9753AB	Mariner 69-6 playback, 1-33
7-29-69	P-9754AB	Mariner 69-6 playback, 1-33
7-29-69	P-9755AB	Mariner 69-6 playback, 1-33
7-29-69	P-9756AB	Mariner 69-6 playback, 1-33
7-29-69	P-9757AB	Mariner 69-6 playback, 1-33
7-30-69	P-9758AB	Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9759AB	Mariner 69-6, N.E.T.V. press conference, real time


7-30-69	P-9760AB	Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9761AB	Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9762AB	Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9763AB	Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9764AB	Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9765AB	Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9766AB	Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9767		Mariner 69-6, N.E.T.V. press conference, real time
7-30-69	P-9768AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9769AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9770AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9771AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9772AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9773AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9774AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9775AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9776AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9777AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9778AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9779AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9780AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9781AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9782AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9783AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9784AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9785AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9786AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9787AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9788AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9789AB	Mariner 69-6, playback 34-50, near encounter


7-30-69	P-9790AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9791AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9792AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9793AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9794AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9795AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9796AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9797AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9798AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9799AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9800AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9801AB	Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9802		Mariner 69-6, playback 34-50, near encounter
7-30-69	P-9803AB	Mariner 69-6, playback 34-50, near encounter
7-31-69	P-9804AB	Donald Hearth, NASA Program Director, Lunar and Planetary
7-31-69	P-9805AB	Donald Hearth, NASA Program Director, Lunar and Planetary
7-31-69	P-9806AB	Mariner Mars 1969 (Mariner 7), OPS-AREP console and personnel
7-31-69	P-9807AB	Mariner Mars 1969 (Mariner 7), OPS-AREP console and personnel
7-31-69	P-9808AB	Mariner Mars 1969 (Mariner 7), OPS-AREP console and personnel
7-31-69	P-9809AB	Mariner Mars 1969 (Mariner 7), OPS-AREP console and personnel
7-31-69	P-9810AB	Mariner Mars 1969 (Mariner 7), OPS-AREP console and personnel
7-31-69	P-9811AB	Mariner Mars 1969 (Mariner 7), OPS-AREP console and personnel
7-31-69	P-9812AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9813AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9814AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9815AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9816AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9817AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9818AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9819AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.


7-31-69	P-9820AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9821AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9822AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9823AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9824AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9825AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9826AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9827AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9828AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9829AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9830AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9831AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9832AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9833AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9834AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9835AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9836AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9837AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9838AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9839AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9840AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9841AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9842AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9843AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9844AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
7-31-69	P-9845AB	Mariner Mars 1969 (Mariner 7)-6 playback, 51-74, N.E.T.V.
8-2-69		P-9846AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Dr. Leighton
"Prinicipal Investigator"
8-2-69		P-9847AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Dr. Leighton
"Prinicipal Investigator"
8-2-69		P-9848AB	Mariner Mars 1969 (Mariner 7)-6 press conference, A. Kliore
"occultation"
8-2-69		P-9849AB	Mariner Mars 1969 (Mariner 7)-6 press conference, A. Kliore
"occultation"


8-2-69		P-9850AB	Mariner Mars 1969 (Mariner 7)-6 press conference, A. Kliore
"occultation"
8-2-69		P-9851AB	Mariner Mars 1969 (Mariner 7)-6 press conference, A. Kliore
"occultation"
8-2-69		P-9852AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Pimental "infrared
spectrometer"
8-2-69		P-9853AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Pimental "infrared
spectrometer"
8-2-69		P-9854AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Pimental "infrared
spectrometer"
8-2-69		P-9855		Mariner Mars 1969 (Mariner 7)-6 press conference, Pimental "infrared
spectrometer"
8-2-69		P-9856AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Anderson "mass
ratios"
8-2-69		P-9857AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Anderson "mass
ratios"
8-2-69		P-9858		Mariner Mars 1969 (Mariner 7)-6 press conference, Anderson "mass
ratios"
8-2-69		P-9859AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Neugebauer
"infrared radiometer"
8-2-69		P-9860AB	Mariner Mars 1969 (Mariner 7)-6 press conference, Barth "U.V.
spectrometer"
8-2-69		P-9861AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9862AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9863	AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9864AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9865AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9866AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9867AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9868AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9869AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9870AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9871AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9872AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9873AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9874AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9875AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-2-69		P-9876AB	Mariner Mars 1969 (Mariner 7)-7 playback, 1-34
8-1-69		P-9877AB	Mariner Mars 1969 (Mariner 7)-7, take frame 1-34
8-1-69		P-9878AB	Mariner Mars 1969 (Mariner 7)-7, take frame 1-34
8-1-69		P-9879AB	Mariner Mars 1969 (Mariner 7)-7, take frame 1-34


8-1-69		P-9880		Mariner Mars 1969 (Mariner 7)-7, take frame 1-34 (cont.)
8-1-69		P-9881		Mariner Mars 1969 (Mariner 7)-7, playback 1-34
8-2-69		P-9882AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9883AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9883AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9884AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9885AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9886AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9887AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9888AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9889AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9890AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9891AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9892AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9893AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9894AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9895AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9896AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9897AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9898AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9899AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9900AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9901AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9902AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9903AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9904AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9905AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9906AB	Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9907		Mariner Mars 1969 (Mariner 7)-7, playback 35-68
8-2-69		P-9908AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9909AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science


8-2-69		P-9910AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9911AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9912AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9913AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9914AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9915AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9916AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9917AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9918AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9919AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9920AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9921AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9922AB	Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-2-69		P-9923		Mariner Mars 1969 (Mariner 7)-6 press conference, H.E., science
8-4-69		P-9924AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9925AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9926AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9927AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9928AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9929AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9930AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9931AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9932AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9933AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9934AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9935AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9936AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9937AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9938AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9939AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.


8-4-69		P-9940AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9941AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9942AB	Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9943		Mariner Mars 1969 (Mariner 7)-7, science and N.E.T.V.
8-4-69		P-9944AB	Ad agency brochure
8-4-69		P-9945AB	Ad agency brochure
8-4-69		P-9946AB	Ad agency brochure
8-4-69		P-9947AB	Ad agency brochure
8-4-69		P-9948AB	Ad agency brochure
8-4-69		P-9949AB	Ad agency brochure
8-4-69		P-9950AB	Ad agency brochure
8-4-69		P-9951AB	Ad agency brochure
8-4-69		P-9952AB	Ad agency brochure
8-4-69		P-9953AB	Ad agency brochure
8-4-69		P-9954AB	Ad agency brochure
8-4-69		P-9955AB	Ad agency brochure
8-4-69		P-9956AB	Ad agency brochure
8-4-69		P-9957AB	Ad agency brochure
8-4-69		P-9958AB	Ad agency brochure
8-4-69		P-9959AB	Ad agency brochure
8-4-69		P-9960AB	Ad agency brochure
8-4-69		P-9961AB	Ad agency brochure
8-4-69		P-9962AB	Ad agency brochure
8-4-69		P-9963AB	Ad agency brochure
8-4-69		P-9964AB	Ad agency brochure
8-4-69		P-9965AB	Ad agency brochure
8-4-69		P-9966AB	Ad agency brochure
8-4-69		P-9967AB	Ad agency brochure
8-4-69		P-9968AB	Ad agency brochure
8-4-69		P-9969AB	Ad agency brochure


8-4-69		P-9970AB	Ad agency brochure
8-4-69		P-9971AB	Ad agency brochure
8-4-69		P-9972AB	Ad agency brochure
8-4-69		P-9973AB	Ad agency brochure
8-4-69		P-9974AB	Ad agency brochure
8-4-69		P-9975AB	Ad agency brochure
8-4-69		P-9976AB	Ad agency brochure
8-4-69		P-9977		Ad agency brochure
8-7-69		P-9978		Cost reduction award
8-7-69		P-9979AB	Annual report photos
8-7-69		P-9980AB	Annual report photos
8-7-69		P-9981AB	Annual report photos
8-7-69		P-9982AB	Annual report photos
8-7-69		P-9983AB	Annual report photos
8-7-69		P-9984AB	Annual report photos
8-7-69		P-9985AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9986AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9987AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9988AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9989AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9990AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9991AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9992AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9993AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9994AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9995AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9996AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9997AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-7-69		P-9998AB	Mariner Mars 1969 (Mariner 7)-7, science press conference
8-5-69		P-9999AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter


8-5-69		P-10000AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10001AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10002AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10003AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10004AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10005AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10006AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10007AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10008AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10009AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10010AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10011AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10012AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10013AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10014AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10015AB	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-5-69		P-10016	Mariner Mars 1969 (Mariner 7)-7, playback 31 near-encounter
8-8-69		P-10017	Virginia Frey, portrait (DSN publication)
8-11-69	P-10018AB	DSS 41, presentation to ERC staff
8-12-69	P-10019	Apollo 11 (color)
8-12-69	P-10020	Apollo 11 (color)
8-12-69	P-10021	Apollo 11 (color)
8-12-69	P-10022	Apollo 11 (color)
8-12-69	P-10023	Apollo 11 (color)
8-12-69	P-10024	Apollo 11 (color)
8-12-69	P-10025	Apollo 11 (color)
8-12-69	P-10026	Apollo 11 (color)
8-12-69	P-10027	Apollo 11 (color)
8-12-69	P-10028	Apollo 11 (color)
8-12-69	P-10029	Apollo 11 (color)


8-12-69	P-10030	Apollo 11 (color)
8-12-69	P-10031	Apollo 11 (color)
8-12-69	P-10032	Apollo 11 (color)
8-12-69	P-10033	Apollo 11 (color)
8-12-69	P-10034	Apollo 11 (color)
8-12-69	P-10035	Apollo 11 (color)
8-12-69	P-10036	Apollo 11 (color)
8-12-69	P-10037	Apollo 11 (color)
8-12-69	P-10038	Apollo 11 (color)
8-12-69	P-10039	Apollo 11 (color)
8-12-69	P-10040	Apollo 11 (color)
8-12-69	P-10041	Apollo 11 (color)
8-12-69	P-10042	Apollo 11 (color)
8-12-69	P-10043	Apollo 11 (color)
8-12-69	P-10044	Apollo 11 (color)
8-12-69	P-10045	Apollo 11 (color)
8-12-69	P-10046	Apollo 11 (color)
8-12-69	P-10047	Apollo 11 (color)
8-12-69	P-10048	Apollo 11 (color)
8-12-69	P-10049	Apollo 11 (color)
8-12-69	P-10050	Apollo 11 (color)
8-12-69	P-10051	Apollo 11 (color)
8-12-69	P-10052	Apollo 11 (color)
8-12-69	P-10053	Apollo 11 (color)
8-12-69	P-10054	Apollo 11 (color)
8-12-69	P-10055	Apollo 11 (color)
8-12-69	P-10056	Apollo 11 (color)
8-12-69	P-10057	Apollo 11 (color)
8-12-69	P-10058	Apollo 11 (color)
8-12-69	P-10059	Apollo 11 (color)
8-12-69	P-10060	Apollo 11 (color)


8-13-69	P-10061AB	Apollo 12 crew, orientation, Surveyor 3 
8-13-69	P-10062AB	Apollo 12 crew, orientation, Surveyor 3 
8-13-69	P-10063AB	Apollo 12 crew, orientation, Surveyor 3 
8-13-69	P-10064AB	Apollo 12 crew, orientation, Surveyor 3 
8-13-69	P-10065AB	Apollo 12 crew, orientation, Surveyor 3 
8-13-69	P-10066AB	Apollo 12 crew, orientation, Surveyor 3 
