23  1001
Margitan, J. J., Sen, B.
Jet Propulsion Laboratory (JPL)
Ozone  (Balloon UV in situ Photometer)
BOS
1 1
2003 09 16    2003 10 13
0
Elapsed time in UT seconds from 0 hours on the given flight date
2
1.0 1.0
 9999.99 99.999
Pressure (mb)
Ozone Mixing Ratio (ppm)
  1

  6
****** Preliminary Data ******
Data from the Dual Beam, in situ UV Photometer flown aboard the OMS 
in situ gondola from Ft. Sumner NM  34.5N, 255.8E.
Pressure and Ozone retrieved from on-board data.
Estimated ozone accuracy is 5%.
 UTsec   P(mb)  O3(ppm)
 67851   25.61   5.211
 67852   25.62   5.220
 67853   25.63   5.209
 67854   25.65   5.216
 67855   25.66   5.188
 67856   25.67   5.211
 67857   25.68   5.161
 67858   25.69   5.160
 67859   25.70   5.173
 67860   25.71   5.164
 67861   25.72   5.174
 67862   25.74   5.170
 67863   25.75   5.156
 67864   25.76   5.176
 67865   25.77   5.176
 67866   25.78   5.149
 67867   25.79   5.150
 67868   25.79   5.132
 67869   25.81   5.137
 67870   25.82   5.145
 67871   25.83   5.125
 67872   25.84   5.151
 67873   25.85   5.168
 67874   25.87   5.142
 67875   25.88   5.150
 67876   25.89   5.129
 67877   25.90   5.147
 67878   25.90   5.141
 67879   25.92   5.098
 67880   25.93   5.116
 67881   25.95   5.109
 67882   25.96   5.093
 67883   25.97   5.085
 67884   25.98   5.111
 67885   25.99   5.104
 67886   26.00   5.111
 67887   26.02   5.100
 67888   26.03   5.101
 67889   26.03   5.104
 67890   26.04   5.115
 67891   26.05   5.102
 67892   26.05   5.122
 67893   26.06   5.110
 67894   26.07   5.132
 67895   26.07   5.134
 67896   26.08   5.121
 67897   26.09   5.118
 67898   26.10   5.109
 67899   26.11   5.093
 67900   26.12   5.105
 67901   26.13   5.102
 67902   26.15   5.099
 67903   26.16   5.091
 67904   26.17   5.093
 67905   26.18   5.095
 67906   26.20   5.093
 67907   26.21   5.082
 67908   26.21   5.077
 67909   26.23   5.090
 67910   26.24   5.085
 67911   26.26   5.088
 67912   26.27   5.091
 67913   26.28   5.091
 67914   26.29   5.081
 67915   26.30   5.084
 67916   26.31   5.064
 67917   26.32   5.072
 67918   26.32   5.061
 67919   26.35   5.020
 67920   26.36   5.041
 67921   26.38   5.025
 67922   26.39   5.019
 67923   26.41   5.044
 67924   26.43   5.024
 67925   26.44   5.021
 67926   26.46   5.036
 67927   26.47   5.039
 67928   26.48   5.050
 67929   26.50   5.019
 67930   26.51   5.044
 67931   26.51   5.046
 67932   26.52   5.039
 67933   26.53   5.033
 67934   26.54   5.066
 67935   26.55   5.065
 67936   26.56   5.053
 67937   26.57   5.056
 67938   26.56   5.049
 67939   26.59   4.983
 67940   26.60   5.020
 67941   26.61   5.017
 67942   26.62   4.993
 67943   26.64   5.007
 67944   26.65   5.002
 67945   26.66   4.968
 67946   26.67   4.990
 67947   26.68   4.999
 67948   26.70   5.017
 67949   26.70   5.002
 67950   26.71   5.019
 67951   26.72   5.023
 67952   26.73   5.022
 67953   26.73   5.021
 67954   26.74   4.997
 67955   26.75   4.992
 67956   26.76   4.987
 67957   26.76   5.000
 67958   26.77   5.000
 67959   26.78   4.964
 67960   26.78   4.988
 67961   26.79   4.966
 67962   26.80   4.971
 67963   26.80   4.964
 67964   26.81   4.969
 67965   26.82   4.966
 67966   26.82   4.940
 67967   26.83   4.949
 67968   26.84   4.936
 67969   26.85   4.915
 67970   26.87   4.925
 67971   26.88   4.944
 67972   26.90   4.921
 67973   26.91   4.903
 67974   26.93   4.927
 67975   26.94   4.906
 67976   26.96   4.903
 67977   26.98   4.913
 67978   26.98   4.914
 67979   27.00   4.888
 67980   27.01   4.910
 67981   27.02   4.905
 67982   27.04   4.904
 67983   27.05   4.921
 67984   27.06   4.907
 67985   27.07   4.915
 67986   27.08   4.924
 67987   27.09   4.914
 67988   27.10   4.917
 67989   27.11   4.878
 67990   27.12   4.884
 67991   27.12   4.882
 67992   27.13   4.857
 67993   27.14   4.885
 67994   27.15   4.882
 67995   27.15   4.879
 67996   27.16   4.889
 67997   27.17   4.891
 67998   27.18   4.898
 67999   27.19   4.883
 68000   27.20   4.898
 68001   27.21   4.904
 68002   27.22   4.902
 68003   27.24   4.895
 68004   27.25   4.907
 68005   27.26   4.882
 68006   27.27   4.874
 68007   27.28   4.885
 68008   27.29   4.884
 68009   27.30   4.889
 68010   27.31   4.894
 68011   27.32   4.899
 68012   27.32   4.903
 68013   27.33   4.886
 68014   27.34   4.873
 68015   27.34   4.890
 68016   27.35   4.881
 68017   27.36   4.904
 68018   27.36   4.905
 68019   27.38   4.849
 68020   27.40   4.883
 68021   27.41   4.877
 68022   27.43   4.861
 68023   27.45   4.864
 68024   27.46   4.845
 68025   27.48   4.848
 68026   27.50   4.833
 68027   27.51   4.854
 68028   27.53   4.851
 68029   27.54   4.829
 68030   27.55   4.835
 68031   27.56   4.827
 68032   27.57   4.818
 68033   27.58   4.832
 68034   27.58   4.836
 68035   27.59   4.818
 68036   27.60   4.831
 68037   27.61   4.835
 68038   27.62   4.844
 68039   27.63   4.802
 68040   27.64   4.839
 68041   27.65   4.824
 68042   27.66   4.832
 68043   27.67   4.835
 68044   27.68   4.834
 68045   27.69   4.846
 68046   27.69   4.854
 68047   27.70   4.850
 68048   27.70   4.853
 68049   27.72   4.800
 68050   27.73   4.841
 68051   27.73   4.838
 68052   27.74   4.831
 68053   27.74   4.836
 68054   27.75   4.841
 68055   27.76   4.838
 68056   27.76   4.818
 68057   27.77   4.845
 68058   27.77   4.841
 68059   27.78   4.801
 68060   27.79   4.830
 68061   27.80   4.815
 68062   27.81   4.817
 68063   27.81   4.811
 68064   27.82   4.791
 68065   27.83   4.775
 68066   27.84   4.786
 68067   27.85   4.784
 68068   27.86   4.791
 68069   27.86   4.798
 68070   27.87   4.806
 68071   27.87   4.805
 68072   27.88   4.818
 68073   27.89   4.818
 68074   27.89   4.804
 68075   27.90   4.807
 68076   27.90   4.820
 68077   27.91   4.793
 68078   27.92   4.791
 68079   27.93   4.780
 68080   27.95   4.791
 68081   27.96   4.780
 68082   27.98   4.787
 68083   28.00   4.780
 68084   28.01   4.774
 68085   28.03   4.758
 68086   28.05   4.769
 68087   28.06   4.750
 68088   28.07   4.750
 68089   28.09   4.762
 68090   28.10   4.755
 68091   28.10   4.766
 68092   28.11   4.763
 68093   28.12   4.765
 68094   28.13   4.768
 68095   28.14   4.763
 68096   28.15   4.765
 68097   28.16   4.767
 68098   28.15   4.768
 68099   28.17   4.725
 68100   28.18   4.747
 68101   28.19   4.731
 68102   28.20   4.726
 68103   28.21   4.719
 68104   28.22   4.704
 68105   28.23   4.734
 68106   28.24   4.712
 68107   28.25   4.720
 68108   28.26   4.708
 68109   28.27   4.715
 68110   28.28   4.714
 68111   28.29   4.721
 68112   28.30   4.720
 68113   28.31   4.698
 68114   28.32   4.675
 68115   28.33   4.674
 68116   28.34   4.668
 68117   28.35   4.676
 68118   28.36   4.674
 68119   28.37   4.673
 68120   28.38   4.644
 68121   28.39   4.636
 68122   28.40   4.614
 68123   28.41   4.580
 68124   28.42   4.585
 68125   28.43  99.999
 68126   28.44  99.999
 68127   28.45  99.999
 68128   28.45  99.999
 68129   28.47  99.999
 68130   28.48  99.999
 68131   28.50  99.999
 68132   28.51  99.999
 68133   28.52  99.999
 68134   28.54   4.718
 68135   28.55   4.712
 68136   28.56   4.686
 68137   28.58   4.672
 68138   28.59   4.650
 68139   28.60   4.625
 68140   28.62   4.643
 68141   28.63   4.640
 68142   28.64   4.637
 68143   28.65   4.622
 68144   28.66   4.606
 68145   28.68   4.590
 68146   28.69   4.600
 68147   28.70   4.618
 68148   28.70   4.630
 68149   28.73   4.602
 68150   28.75   4.625
 68151   28.77   4.610
 68152   28.78   4.616
 68153   28.80   4.619
 68154   28.82   4.579
 68155   28.84   4.581
 68156   28.85   4.562
 68157   28.87   4.551
 68158   28.88   4.534
 68159   28.90   4.540
 68160   28.91   4.545
 68161   28.92   4.564
 68162   28.94   4.562
 68163   28.95   4.559
 68164   28.96   4.537
 68165   28.97   4.543
 68166   28.98   4.572
 68167   28.99   4.553
 68168   29.00   4.564
 68169   29.02   4.547
 68170   29.03   4.557
 68171   29.04   4.558
 68172   29.06   4.551
 68173   29.07   4.544
 68174   29.08   4.562
 68175   29.10   4.551
 68176   29.11   4.531
 68177   29.12   4.540
 68178   29.13   4.531
 68179   29.16   4.547
 68180   29.18   4.541
 68181   29.20   4.572
 68182   29.21   4.558
 68183   29.23   4.556
 68184   29.25   4.554
 68185   29.27   4.527
 68186   29.29   4.529
 68187   29.31   4.516
 68188   29.32   4.513
 68189   29.34   4.497
 68190   29.35   4.512
 68191   29.36   4.532
 68192   29.36   4.518
 68193   29.37   4.508
 68194   29.38   4.499
 68195   29.39   4.506
 68196   29.40   4.504
 68197   29.41   4.494
 68198   29.42   4.489
 68199   29.43   4.481
 68200   29.45   4.502
 68201   29.46   4.476
 68202   29.48   4.504
 68203   29.50   4.463
 68204   29.51   4.450
 68205   29.53   4.458
 68206   29.54   4.458
 68207   29.56   4.454
 68208   29.56   4.453
 68209   29.58   4.453
 68210   29.59   4.475
 68211   29.59   4.460
 68212   29.60   4.489
 68213   29.61   4.469
 68214   29.61   4.466
 68215   29.62   4.474
 68216   29.63   4.455
 68217   29.63   4.460
 68218   29.63   4.448
 68219   29.65   4.448
 68220   29.67   4.475
 68221   29.68   4.469
 68222   29.70   4.496
 68223   29.71   4.481
 68224   29.72   4.471
 68225   29.74   4.481
 68226   29.75   4.475
 68227   29.77   4.460
 68228   29.78   4.451
 68229   29.79   4.437
 68230   29.80   4.457
 68231   29.81   4.445
 68232   29.83   4.458
 68233   29.84   4.452
 68234   29.85   4.466
 68235   29.86   4.446
 68236   29.87   4.455
 68237   29.88   4.460
 68238   29.88   4.467
 68239   29.91   4.433
 68240   29.92   4.448
 68241   29.94   4.427
 68242   29.95   4.426
 68243   29.97   4.417
 68244   29.98   4.412
 68245   30.00   4.391
 68246   30.01   4.394
 68247   30.03   4.406
 68248   30.04   4.413
 68249   30.06   4.433
 68250   30.08   4.413
 68251   30.09   4.418
 68252   30.11   4.415
 68253   30.12   4.424
 68254   30.14   4.406
 68255   30.15   4.404
 68256   30.17   4.409
 68257   30.18   4.402
 68258   30.20   4.402
 68259   30.21   4.362
 68260   30.22   4.386
 68261   30.23   4.394
 68262   30.23   4.373
 68263   30.24   4.375
 68264   30.25   4.370
 68265   30.26   4.376
 68266   30.27   4.370
 68267   30.28   4.369
 68268   30.29   4.365
 68269   30.30   4.349
 68270   30.32   4.370
 68271   30.33   4.375
 68272   30.35   4.375
 68273   30.36   4.386
 68274   30.38   4.370
 68275   30.39   4.366
 68276   30.40   4.358
 68277   30.42   4.346
 68278   30.43   4.336
 68279   30.44   4.309
 68280   30.45   4.320
 68281   30.47   4.319
 68282   30.48   4.306
 68283   30.49   4.272
 68284   30.50   4.251
 68285   30.51   4.274
 68286   30.52   4.272
 68287   30.53   4.268
 68288   30.54   4.265
 68289   30.55   4.251
 68290   30.56   4.251
 68291   30.58   4.255
 68292   30.59   4.240
 68293   30.60   4.252
 68294   30.62   4.232
 68295   30.63   4.228
 68296   30.65   4.260
 68297   30.66   4.229
 68298   30.67   4.241
 68299   30.68   4.241
 68300   30.70   4.244
 68301   30.71   4.254
 68302   30.72   4.249
 68303   30.73   4.251
 68304   30.75   4.238
 68305   30.76   4.237
 68306   30.77   4.231
 68307   30.78   4.230
 68308   30.79   4.226
 68309   30.81   4.220
 68310   30.83   4.222
 68311   30.84   4.236
 68312   30.85   4.223
 68313   30.87   4.198
 68314   30.88   4.197
 68315   30.89   4.180
 68316   30.91   4.183
 68317   30.92   4.170
 68318   30.94   4.167
 68319   30.95   4.186
 68320   30.96   4.201
 68321   30.97   4.093
 68322   30.99   4.199
 68323   31.00   4.194
 68324   31.01   4.177
 68325   31.02   4.181
 68326   31.03   4.196
 68327   31.05   4.181
 68328   31.05   4.185
 68329   31.07   4.168
 68330   31.07   4.193
 68331   31.08   4.194
 68332   31.09   4.199
 68333   31.10   4.211
 68334   31.11   4.215
 68335   31.12   4.193
 68336   31.13   4.209
 68337   31.13   4.202
 68338   31.13   4.210
 68339   31.16   4.142
 68340   31.17   4.179
 68341   31.18   4.160
 68342   31.19   4.146
 68343   31.21   4.147
 68344   31.22   4.152
 68345   31.23   4.165
 68346   31.25   4.162
 68347   31.26   4.160
 68348   31.27   4.157
 68349   31.28   4.127
 68350   31.29   4.156
 68351   31.31   4.153
 68352   31.32   4.154
 68353   31.33   4.140
 68354   31.34   4.134
 68355   31.35   4.143
 68356   31.36   4.152
 68357   31.38   4.154
 68358   31.38   4.160
 68359   31.39   4.112
 68360   31.40   4.143
 68361   31.41   4.130
 68362   31.42   4.124
 68363   31.43   4.122
 68364   31.43   4.132
 68365   31.44   4.157
 68366   31.45   4.156
 68367   31.46   4.151
 68368   31.45   4.148
 68369   31.48   4.115
 68370   31.49   4.141
 68371   31.50   4.128
 68372   31.52   4.130
 68373   31.53   4.132
 68374   31.54   4.115
 68375   31.56   4.121
 68376   31.57   4.123
 68377   31.58   4.125
 68378   31.59   4.127
 68379   31.60   4.062
 68380   31.61   4.104
 68381   31.62   4.092
 68382   31.63   4.081
 68383   31.63   4.096
 68384   31.64   4.100
 68385   31.65   4.108
 68386   31.66   4.104
 68387   31.67   4.100
 68388   31.67   4.096
 68389   31.69   4.068
 68390   31.70   4.090
 68391   31.71   4.084
 68392   31.72   4.082
 68393   31.73   4.084
 68394   31.74   4.086
 68395   31.75   4.081
 68396   31.76   4.084
 68397   31.77   4.102
 68398   31.78   4.110
 68399   31.78   4.055
 68400   31.79   4.099
 68401   31.80   4.091
 68402   31.80   4.089
 68403   31.81   4.088
 68404   31.81   4.095
 68405   31.82   4.082
 68406   31.83   4.093
 68407   31.83   4.088
 68408   31.84   4.093
 68409   31.84   4.059
 68410   31.85   4.087
 68411   31.85   4.073
 68412   31.86   4.077
 68413   31.87   4.078
 68414   31.87   4.083
 68415   31.88   4.073
 68416   31.88   4.074
 68417   31.89   4.086
 68418   31.88   4.091
 68419   31.91   4.058
 68420   31.92   4.080
 68421   31.93   4.090
 68422   31.94   4.074
 68423   31.95   4.081
 68424   31.96   4.080
 68425   31.97   4.075
 68426   31.99   4.074
 68427   32.00   4.081
 68428   32.00   4.082
 68429   32.01   4.050
 68430   32.02   4.069
 68431   32.02   4.065
 68432   32.03   4.056
 68433   32.03   4.075
 68434   32.04   4.073
 68435   32.04   4.073
 68436   32.05   4.068
 68437   32.05   4.083
 68438   32.04   4.084
 68439   32.07   4.014
 68440   32.08   4.055
 68441   32.10   4.054
 68442   32.11   4.030
 68443   32.12   4.028
 68444   32.14   4.038
 68445   32.15   4.029
 68446   32.16   4.039
 68447   32.18   4.038
 68448   32.18   4.044
 68449   32.20   4.031
 68450   32.21   4.048
 68451   32.22   4.057
 68452   32.23   4.054
 68453   32.23   4.047
 68454   32.24   4.055
 68455   32.25   4.049
 68456   32.26   4.042
 68457   32.27   4.035
 68458   32.27   4.029
 68459   32.29   4.002
 68460   32.31   4.020
 68461   32.32   4.022
 68462   32.33   4.013
 68463   32.35   4.019
 68464   32.36   4.028
 68465   32.37   4.019
 68466   32.39   4.026
 68467   32.40   4.009
 68468   32.40   4.008
 68469   32.43   4.002
 68470   32.45   4.016
 68471   32.46   4.004
 68472   32.48   4.019
 68473   32.50   4.011
 68474   32.51   4.014
 68475   32.53   4.018
 68476   32.55   4.001
 68477   32.56   4.004
 68478   32.58   3.994
 68479   32.59   3.954
 68480   32.60   3.992
 68481   32.61   3.993
 68482   32.62   3.990
 68483   32.63   3.991
 68484   32.64   3.998
 68485   32.65   3.996
 68486   32.66   3.989
 68487   32.67   4.001
 68488   32.68   4.000
 68489   32.69   3.978
 68490   32.71   3.998
 68491   32.72   3.994
 68492   32.74   3.994
 68493   32.76   4.002
 68494   32.77   3.988
 68495   32.79   3.997
 68496   32.80   3.994
 68497   32.82   3.992
 68498   32.83   3.989
 68499   32.84   3.984
 68500   32.86   3.995
 68501   32.87   3.990
 68502   32.88   3.997
 68503   32.89   4.001
 68504   32.90   3.975
 68505   32.91   3.986
 68506   32.93   3.986
 68507   32.94   3.971
 68508   32.95   3.966
 68509   32.96   3.958
 68510   32.97   3.963
 68511   32.98   3.974
 68512   32.99   3.963
 68513   33.00   3.982
 68514   33.01   3.953
 68515   33.03   3.936
 68516   33.04   3.948
 68517   33.05   3.952
 68518   33.06   3.961
 68519   33.07   3.954
 68520   33.09   3.973
 68521   33.10   3.966
 68522   33.12   3.981
 68523   33.13   3.979
 68524   33.15   3.972
 68525   33.16   3.962
 68526   33.18   3.964
 68527   33.19   3.950
 68528   33.20   3.947
 68529   33.23   3.931
 68530   33.25   3.938
 68531   33.26   3.923
 68532   33.28   3.926
 68533   33.30   3.918
 68534   33.32   3.931
 68535   33.34   3.916
 68536   33.35   3.911
 68537   33.37   3.903
 68538   33.38   3.897
 68539   33.40   3.873
 68540   33.42   3.894
 68541   33.43   3.911
 68542   33.45   3.896
 68543   33.46   3.880
 68544   33.48   3.912
 68545   33.49   3.894
 68546   33.50   3.889
 68547   33.52   3.885
 68548   33.52   3.880
 68549   33.55   3.883
 68550   33.56   3.894
 68551   33.57   3.894
 68552   33.59   3.905
 68553   33.60   3.892
 68554   33.61   3.911
 68555   33.63   3.911
 68556   33.64   3.912
 68557   33.66   3.906
 68558   33.66   3.905
 68559   33.68   3.884
 68560   33.69   3.895
 68561   33.71   3.896
 68562   33.72   3.888
 68563   33.73   3.895
 68564   33.74   3.888
 68565   33.75   3.884
 68566   33.77   3.888
 68567   33.78   3.885
 68568   33.79   3.887
 68569   33.80   3.860
 68570   33.81   3.880
 68571   33.82   3.894
 68572   33.83   3.878
 68573   33.84   3.870
 68574   33.85   3.869
 68575   33.86   3.861
 68576   33.87   3.864
 68577   33.88   3.871
 68578   33.88   3.874
 68579   33.91   3.880
 68580   33.92   3.885
 68581   33.94   3.900
 68582   33.95   3.897
 68583   33.97   3.884
 68584   33.99   3.889
 68585   34.00   3.897
 68586   34.02   3.898
 68587   34.03   3.882
 68588   34.04   3.877
 68589   34.07   3.837
 68590   34.08   3.862
 68591   34.09   3.845
 68592   34.11   3.845
 68593   34.12   3.855
 68594   34.14   3.834
 68595   34.15   3.863
 68596   34.17   3.847
 68597   34.18   3.858
 68598   34.18   3.851
 68599   34.21   3.825
 68600   34.22   3.842
 68601   34.24   3.817
 68602   34.25   3.828
 68603   34.27   3.814
 68604   34.28   3.817
 68605   34.29   3.802
 68606   34.31   3.798
 68607   34.32   3.801
 68608   34.34   3.800
 68609   34.35   3.820
 68610   34.36   3.823
 68611   34.37   3.831
 68612   34.38   3.845
 68613   34.39   3.836
 68614   34.40   3.837
 68615   34.41   3.823
 68616   34.42   3.816
 68617   34.43   3.819
 68618   34.43   3.816
 68619   34.46   3.773
 68620   34.47   3.817
 68621   34.49   3.816
 68622   34.51   3.818
 68623   34.52   3.813
 68624   34.54   3.815
 68625   34.55   3.832
 68626   34.57   3.821
 68627   34.58   3.813
 68628   34.59   3.802
 68629   34.61   3.768
 68630   34.63   3.795
 68631   34.64   3.797
 68632   34.66   3.789
 68633   34.67   3.799
 68634   34.69   3.784
 68635   34.70   3.797
 68636   34.71   3.782
 68637   34.73   3.792
 68638   34.74   3.785
 68639   34.76   3.780
 68640   34.77   3.789
 68641   34.79   3.781
 68642   34.81   3.790
 68643   34.82   3.788
 68644   34.84   3.783
 68645   34.85   3.789
 68646   34.87   3.778
 68647   34.88   3.781
 68648   34.90   3.774
 68649   34.92   3.713
 68650   34.93   3.770
 68651   34.95   3.755
 68652   34.96   3.763
 68653   34.98   3.747
 68654   35.00   3.745
 68655   35.01   3.769
 68656   35.03   3.746
 68657   35.05   3.769
 68658   35.06   3.760
 68659   35.08   3.730
 68660   35.09   3.746
 68661   35.11   3.747
 68662   35.13   3.734
 68663   35.14   3.724
 68664   35.16   3.731
 68665   35.17   3.753
